,airline_sentiment,text
5703,0, nope. This     am flight is now not leaving until almost  pm.  ! I can't believe I paid money for this.
5704,1, thank you. We are finally at the gate.
5705,1, flight to Orlando is unable to serve hot bevies.... So they've made movies and alcohol complimentary. That works
5706,0,  the only update we get is that they have no idea when we will get an update. Way to go. hopeless
5707,0,  will you cover the cost of my car service waiting time?!
5708,1, Landing! As usual great flight wiyh a great crew. Hello sunny West Palm Beach ! jetbluerocks
5709,0, this is ridiculous we are on  .  hours coming up of waiting to deplane  there are are newborns on board
5710,0, waiting at HPN on plane more than an hour since landing b c of no gate  please get us off this plane!
5711,0, too Late Flight. Several passengers are inebriated. You're in league with big alcohol. Shame on you.
5712,0, thanks for making my vacation not worth it again... Currently waiting on the runway for another hour to DEPLANE
5713,0, letting me down in San Fran. No Media rate? What's the deal? Looks like this is the last time I fly anywhere with you.
5714,1, they were amazing and thank you!
5715,0, and have empty  help  desks
5716,0, there was a closure? People here need to inform passengers  not send them gate to gate w no info on boards re updated departures
5717,0, according to jfk plenty of planes are landing. No problem there
5718,0, Thanks for the THIRD gate change http   t.co UfBdr AxeO
5719,1,   Beautiful shot.. Thanks for sharing. Using FlyFi to post?     Your welcome! Not on this flight. It was a quickie  
5720,0, Flight      JFK to Cartagena all at this airport bar singing the opposite of your praises! We're making a pact to never fly u again
5721,1, she helped me with my problem so easily and was so nice  you guys rock!
5722,0, what happened to our plane meant to leave      ? Why do we have to wait for   from buffalo? Seems organizational error not weather.
5723,0, where is the  award winning service ?
5724,0, really not acceptable. Just informed plane won't start. Chartering bus to take passengers to jfk.
5725,0, how much longer to JFK open's I am a diabetic and I need sugar plane don't have nothing
5726,0, flight    now sent back to the gate even though the app says its leaving. Anyone have a clue? It's    and sunny at JFK
5727,0, u guys have  b kidding. No help anywhere.   hour delays? Still no answers. Bad cust service. idlovetoask http   t.co DPX yoGTEj
5728,0, they are now being sent off the plane? Does anyone at JetBlue have a clue?
5729,0, unfortunately I was so startled and rushed  I didn't get the name  but will provide a description in my expanded email. Thank you
5730,1, your customer service agent Bonnie is amazing on the phone she deserves a promotion!!!
5731,0, just a very rude rep while trying to book family vacation using trvl credit. on phone w  new rep now who is being very helpful
5732,1, BOS. Everything current now. Thanks for the follow up
5733,0, it's sunny and gorgeous in ny actually. What's the real reason?
5734,1, thanks for the info. Already doing it now before we board! Looking forward to the future upgrades! JetBlue http   t.co  Db eSBNzG
5735,1, things happen it's ok just wish I was on the beach and not in the airport
5736,0, it's been   hours  why have you not sent the plane from the hangar for flight      at JFK? This is absolutely ridiculous.
5737,1, I love JetBlue ! FlyFi when will we be able to charge our devices on domestic A    flights?! Thanks! http   t.co obqIro bUJ
5738,0, still sitting in plane in Newburg. This is getting ridiculous. No way to treat loyal customers.
5739,1, Touchdown JFK! Well done pilots of JetBlue Flight    ! JetBlueRocks
5740,0, what's the delay if the system isn't down?
5741,0, don't think any  rly knows what's goin on. supposed   leave at     a then  a then     a then   a then   a then      a. Now   
5742,0, That is not very gracious of  to tell me where I can go BUY water or a snack when our flight is delayed over   hours.
5743,0, after applying my new tag  she left my bag on the ground rather than loading on the conveyer belt..I had to walk back    yards
5744,0, get flight    into the air
5745,0, That's not weather reLate Flightd. You are just being nice and blaming the weather. Airport just wasn't prepared. Investigation time.
5746,1, if I had my tux  it'd be a date! UMosaicMeCrazy http   t.co hap gboSTU
5747,1, Thanks for the personalized customer service! cannedtweet autoresponse
5748,0, then this agent demanded I remove my old luggage tag  every other airport the JB agent politely handles it
5749,0, I'm also a mosaic customer and fly jet blue ALOT....
5750,0, It's not so much the delays as the fact that the flight is still coming up as on time on your app. Just give us an honest estimate
5751,0, she waved someone behind me to step forward although I explained what happened and indicated my need to make my flight
5752,0,    . Flight     is departing before we even board
5753,1, I knew there was a reason u were my favorite airline. Just read you answer on twitter in globe this morning. Great job
5754,0, here's part was at bag drop inserted my JetBlue cc  didn't print pass. Agent standing in front of me refused to print my pass
5755,1, it's only because I'm wearing TrueBlueColors!
5756,0, That's not what I heard. Weather was fine this morning. Flight     was circling for some time.Someone forgot to clean the runway.
5757,0, When it's    mins past scheduled time w  no departure in sight a flight no longer qualifies as  on time  updateyourwebsite    
5758,0, how can your entire system go down? No IT? Really?
5759,0, Appreciate the heads up at       that my   am flight was delayed bc the crew is stuck in Boston communicationFAIL dobetterJetBlue
5760,0, seriously? System down? No IT?
5761,1, yup we know  not your fault  just not ideal sittin for over an hour but as always your staff is great!
5762,0, just had a horrible experience with check in agent at fort myers  I'll document and send details  off to Boston
5763,0, flt     to Carta what is goin on?!  st told plane coming from hangar  then gate change  now no one knows wat plane we're getting on
5764,1, got it. thanks the quick reply.
5765,0, isn't this something YOU should do?! Why should I tell your crew how to do their job?
5766,0, your app needs updating. Says my flight is on time when we are well past boarding time with  hr delay http   t.co BTvpxTZJu 
5767,1, had a great experience working with Glenn Coles at Buffalo Niagara Airport!! Top notch employee
5768,1, well  the last update was in the right direction  at least! I'll keep my fingers crossed.
5769,1, thx  social media person!
5770,0, Are there airport wide delays at BOS or did we just get unlucky with    ?
5771,0, is JFK still closed? Tryna get out of Ft Lauderdale on flight      just want to get home to nyc!
5772,0, woulda been nice of you to let us know that or post it!!! Your boards still show the flight on time!!!
5773,0, hmmm it says im following you. We just got de iced  but still haning around for the runway to clear..
5774,1, always mosaicmecrazy sunrise bestairline nofilterneeded  amp  how can you not love FlyFi  http   t.co NY CS jRuV
5775,0, flt     from PHX. Delayed   hrs  circle   hr  divert to upstate NY  just sitting for   hr No communication horrible
5776,1, they miraculously fixed the plane kudos to shoe ever it was
5777,0, all your online resources say we're on time  but clearly we are not. This is not very information age of you...
5778,0, ..... No crew at our gate.
5779,1, loudly crying face loudly crying face loudly crying face loudly crying face yall are really better then American Airlines though.
5780,0, why don't YOU tell them to update the boards?!
5781,1,What can I say other than when it comes to my BrandLoveAffair w   ur my soulandinspiration https   t.co IGkoGyWksr umosaicmecrazy
5782,0, Issue is JFK. Pilot explained once JFK reopens we can get scheduled back there  but why can't we divert to LGA? Closer than ACY!
5783,0, you want me to talk to the wall?
5784,1, Great service from PBI to HPN! Thanks.
5785,0, Its poor Flight management. There is no reason why a scheduled      pm flight to takr off At      pm .
5786,1, done  thank you!
5787,0, note the time this was taken  now at     am  and flight still listed as on time for     when I'm not onboard http   t.co zvfmxnuELJ
5788,0, why is my     flight listed on time when its    AM and I'm not on the plane yet? http   t.co iEG ObcEpp
5789,0, ok we got as far as Atlantic City due to JFK being closed. Can you get us to HPN or LGA?? Please?
5790,0, we need an ETA please
5791,0, fly      delayed do to ice at JFK ... Can I switch to a Late Flightr flight for free
5792,0, I'm at      will be nasty in Boston. Have family driving    min to pick me up from Erie think flight   what if Cancelled Flighted?
5793,0,  best way to kill nine hours at the airport when all flights are full and the airline won't put you standby? stranded
5794,0, yes  they said the runway isn't ready and they're waiting for port authority to remove the snow and they are no where in sight.
5795,0, I travel for business twice a week and after the  fiasco  I'll be flying blue more often. Thanks.
5796,0, won't see my money again after their poor service should have stuck with virgin america what was i thinking trying jetblue???
5797,0, suck and their customer services are the worst whats the point of having a loyalty scheme that they don't honor badairline
5798,1, FLL to MDE  great flight  great customer service  THANKS!   mths waiting  to speak to a human at customer service
5799,0, how about an update on flight     leaving tf green delayed
5800,0, well they said Cancelled Flight on the PA system. Guess they are trying to get a plane from Boston. And not a      confirmed
5801,0, that's where we all get on the same page. Cancelled Flighted it    mins ago.   help flights from  to MCO?
5802,0, my flight     Cancelled Flighted due to lavatory problems. Can't confirm if they are gonna get a flight from Boston Logan Int
5803,1, okay thank you! I'll check with them again!
5804,0, some woman stole my seat on the plane but I was the one that had to sit elsewhere. Is that standard protocol?
5805,1,   Good morning  Sylvie! Have a great flight! yourock   gt  Thank you JetBlue!   JetBlueRocks
5806,1, They just came out. Thanks for the follow up. That's why you're the best!
5807,1, Thanks! See you soon!
5808,0, Yep  still waiting for bags at JFK. What's the holdup? Looks like we are the only flight that got in at this time..??
5809,1, thanks for getting us to NYC  JFK really safely.    But srsly? How long does it take to get our checked bags? eternity  amMisery
5810,0, full the six of us had to leave flight. And now have to wait a whole day to get a flight and my kids will miss school.
5811,0, no. Not boarding order. Someone boarded with. Service Animal which a member of my party was allergic to and because the flight was
5812,0, it's ridiculous that I just got home and I was supposed to land   hours ago bc I am HELLA tired
5813,0, just lost very loyal customers who use them      times a year.
5814,1, thanks for the response   when is the next flight after the      flight?
5815,0, Highlight of my travel is   hour delay and de icing twice. Now sitting in bumper to bumper traffic in taxi to finally get home. unamused face
5816,1, great flight on a brand new jet. Great seating. Beautiful plane. Big fan of this airline.
5817,0, a voucher.. I can't believe I took this risk. Not only was the plane terribly filthy and I had    screaming babies in my face..
5818,1, thank you! I know the weather in Boston isn't great. Everyone's tired
5819,0, I've spoken   emailed JB team and explained situation. Didnt seem to matter to anyone other than me. I guess I just expected more.
5820,0, Shocked by misbehavior and cheap comments from jet airways staff to passenger at Delhi Airport Friday boarding to Dubai. Disgusting
5821,0, you have to service your remote controllers on my flight I watched equalizer  movie  THREE times because my remote was stuck
5822,0,  oh wow and I'm complaining about two hour on the run way shucks JetBlue NOT GOOD your service was better than this
5823,0, I'm curious to know how do you compensate for passengers missing engagements due to a two hour wait on the tar mat to get to a gate
5824,1, thank you thank you! I finally set up the jetblue app! Yay!
5825,0, everytime I come back to Boston it's a minimum    min wait for bags. Earlier it was almost an hour. Why is it only Boston jetblue?
5826,1, Thanks for taking me back home today despite Pandora's best efforts to Cancelled Flight the flight. jetblue backhome noplacelikehome
5827,0, that is not what your employee at Logan told me. I finally got one to meet my daughter on her first solo flight after rude rep  
5828,0, I am But Your customer service is Brutal.
5829,1,  Flood Your airline sounds outstanding and your Twitter feed is clearly extremely useful. Keep up the great work smiling face with smiling eyes
5830,1, is amazing. Had a short delay. They gave me      credit! It was literally pretty much my fault I missed the flight.
5831,0, flight attendant was hesitant to give me more baby sized cookies
5832,0, Y U NO LET ME OUT AND MAKE FUN SIZE COOKIES stuckonaplane sos babyfood
5833,1, thank you smiling face with smiling eyes standing in line now!
5834,0, thanks! Yes! order me a rum and coke and get me a hotel voucher because the floor and chairs aren't so cushy here...!
5835,1, thank you
5836,0, You can pass that along to my wife  daughter  daughter's friend  my elderly mother in law. They spent several hours waiting.
5837,0, I missed a goal On  because of your Inept male stewardess. I should have landed already but I havent taken off yet.
5838,0, you are doing a horrible job at JFK...you need to rethink how you put these routes together. Unprofessional
5839,0, can you let me know status of flight     PBI JFK delayed  . hours now on board problem with hatch..
5840,0, thanks for response! Crew has been VERY patient with us  but they are also frustrated. Wouldn't be so bad but airport is closed!
5841,0, Why did you interupt the Staduim Series on . I dont need to see your stupid commercials or Emergency. Info.
5842,0, we are well aware. Insufficient info. No options.
5843,0, just sat on a plane for   hours in Dulles insane ijustwanttobeinBoston thanksDC
5844,0, can we get a honest update on departure of flite    . Been on plane with infant children
5845,0, u suck!we have been sitting here for  hrs because of ur negligence
5846,0, still waiting for bags from flight   . It landed an hour ago.
5847,0, Complete waste of an entire day. Pathetic.
5848,0, flight     you had us stuck on the plane for nearly   hrs. Set to take off only for flight control to deny us. THE WORST SERVICE
5849,1,  Burley      the best!!!
5850,1, thanks for bringing my son home to me.
5851,1, you got yourselves hot ladies flying the air for life loyal
5852,1, nothing but praise for you helping our lady make her flight to CHS tonight! impressed
5853,0, she did. she's still waiting on a callback....the lack of follow through is what's concerning. smh
5854,0, she has...she hasn't heard from anyone in over a week. a nonstop flight and her baggage was lost stolen. customer service thumbs down
5855,0, we got our luggage after waiting    mins and went home right after. Not very family and ADA friendly waiting that long w no chairs.
5856,1, thanks so much. Can't wait to fly with you guys  
5857,0, Flight      out of JFK     amp      hr delay. I could get over it if it was just weather reLate Flightd  but considering it's not   Come on
5858,1, OK  thank you.
5859,1, thanks for a speedy flight time recovery.
5860,1, thank you for taking care of me with a drink since my in flight entertainment wasn't working goodcustomerservice
5861,1, would you say a delay is more likely? Thanks so much.
5862,1, I did not! She's a woman who's a lead  she was working at gate c  .
5863,1, If you  follow  me  I will be able to DM you. Thanks.
5864,0, figured it out   flight  morrow. Hard to believe with oil so low  and the killing u make that even part of a hotel can't be comp'd
5865,1, I want to give a warm thanks to your crew at Logan airport for still getting me to the DC area after Cancelled Flightlations this morning!
5866,1, Another awesome telephone experience with  Thank you  Cory! Greatcustomerservice airplane smiling face
5867,0, we saw one  he was as useless as the tsa agents who inspected my shoes
5868,0, disappointed with the missed connection from ROC to SLC and no reimbursement even tho friend who is a pilot said it was due to ATC
5869,1, thank you!
5870,1, he just went above and beyond to be helpful
5871,0, didn't find them unfortunately   but he was very helpful and took down my info incase they do get found
5872,1, your employee Charles cave at the gate at MSY went above and beyond to help try to help me find my glasses. Thought u should know
5873,1, is the best! Can't wait to use my travel bank   for a FUN trip.
5874,1, just touched down in NewOrleans for the annual  national distributor conference! livethelegend
5875,1, on the plane now! Hopefully no longer at the mercy of the playlist! Thanks!
5876,0, what crew? No one here is helping.
5877,0, If this is customer service  then please call me.
5878,0, no  we are at a hotel. Also  Jetblue lost my daughters luggage. How do you lose luggage if the plane never actually left!!!
5879,1, thanks for your prompt response. I know you put safety first. Unfortunately will hit freezing rain sleet on ride home.
5880,1, ok!!! That's super helpful. Thank you. I'll reach out if I have any other questions.
5881,1, Thanks for the instant reply  and for still doing first bag free  so important !
5882,0, lipstick on a pig still a pig. Ur new baggage claim   SJU is a disaster. No chairs     mins  wait for baggage. fail
5883,0, no more than half an hour wait. It's unreal. Finally first bag coming out. SJU needs to work on this
5884,0, how long does it take for a bag to get to the baggage belt!!!!!toolong of a wait
5885,0, we've been delayed and delayed here in Palm beach... Need to head to Westchester. Can you give me some info?
5886,0, Hey Jetblue  you stranded an entire plane that was supposed to go to JFK and we are getting restless. Need better communication!
5887,0, Hey Jetblue  you Cancelled Flightled our flight from ST Maarten to JFK. Stranded my family in the baggage area and lost my daughters luggage
5888,1, Exciting times ahead! beaming face with smiling eyes party popper
5889,0, your website is seriously horrible and so is your call center!! Almost makes it tempting to fly someone else!! sodone
5890,0, why haven't you allowed for flight changes into the NY area airports tonight? Everyone is saying travel is treacherous.
5891,1, Counting on your flight     to get to DC!
5892,0, not cool. At the gate  turns out my flight from FLL to JAX is delayed  yet app says on time. Not a good start.
5893,0, there is no supervisor available  so they couldn't do anything.
5894,0, I now learned that customer service at SXM works for the airport  not JetBlue. They need a supervisor to do anything.
5895,0,   trying to fly from BOS to JFK. Flight delayed. Traveling with kids. Book a hotel or are we getting out tonight?
5896,0, we tried. They're not at all helpful. Terrible customer service  at this airport  at least.
5897,0, Tell me at what point will u realize u can't fly into DCA tonight  u Cancelled Flightled the  pm when will u Cancelled Flight the     
5898,0, making a bad situation worse. Cancelled Flighted flight  making us stay overnight in SXM. Won't provide vouchers to stay in a different hotel
5899,0, You already Cancelled Flightled the one b  us to DCA
5900,0, It is physically impossible to make it to the airport  and our flight is scheduled to leave in less than   hours.
5901,0, at what point do u Cancelled Flight flights to DCA  other airlines have already Cancelled Flightled
5902,1, great flight http   t.co E R NTO TR
5903,1, you can't beat jetblue in space's matter http   t.co NRpWmGyv e
5904,1, Great thank you!
5905,0, I would like to send an email to Lost and Found at JetBlue JFK  I spoke to them this morning but cannot drive their today.
5906,0, we want room and food allowances. Agents are refusing to give us vouchers to use at rooms we book ourselves.
5907,0, send more service agents so all the stranded passengers can be helped!!! SOS button SOS button SOS button SOS button SOS button SOS button SOS button SOS button SOS button SOS button SOS button SOS button SOS button SOS button
5908,0, hopefully this flight Seattle to Boston  pm will have wifi. Our first one did not and we had to entertain ourselves! lizaapproved
5909,1, good to hear. Thx for being responsive.
5910,0, as a customer it feels like i should stick to airlines other than jet blue. I travel for my work for past   years never seen    
5911,1,Cool thx! Only a couple more PGAShow flights til I'm Mosaic...can't wait. Will be easier to change flights when weathers bad 
5912,1, thanks so much for help Us  u r amazing!
5913,1, kudos! And we're done and heading to warmer weather!
5914,0, I've been in pricing for   years to know that    bucks a seat is criminal.       I understand. pricing flying jetblue pricewise
5915,0,  cough  awkward!
5916,0, you guys need live chat.
5917,0, it was but obviously it wasn't linked as there is nothing there when I tried to book with it.
5918,1, Awesome! Thank you!   
5919,0, quick ? Why is a person traveling w a mosaic not get the green tag? Doesn't make sense I end up waitin   my sons bag anyway  
5920,0, got it wish they would communicate more w us
5921,0, continuing you record of never having a flight leave on time. Add up how much time with with my family you have cost me. jetblue
5922,0, I guess I have to redo the Flight Booking Problems. Ugh!
5923,0, that sucks. Oh well.
5924,0, she's standing here on her cell no announcements no info thismosaicnothappy
5925,0, someone is here but has no info smh one bag came off and then nothing
5926,0, there's is nothing there because apparently I have to connect them for that to be true.
5927,0, can u see what's holding up flt      bags? One bag came out nothing else for    minutes
5928,0, why wouldn't you just credit it right to my account instead of having a separate sign on. That seems pretty ridiculous.
5929,1, thanks for update http   t.co K uBOTMr r
5930,1,   but of course!    bestdressed bluecarpet
5931,0, it seems I never received an ID  just a password.
5932,0, yes  last month when Boston got the first big snow storm and my flight was Cancelled Flightled.
5933,0, where did my travel bank credit go? I can't call you right now.
5934,1, offered me a complimentary drink for switching seats. Stewardess asked for my age  amp  I said   . We giggled. goodgenes ilookyoung
5935,1, Thanks. Still booked our trip         LB to SLC to see grand kids. Just very frustrating. Tried app  web  etc. Still love u guys!
5936,1, thank you! I'm excited to fly with you for the first time.
5937,1,Thank U face blowing a kiss    But of course! Safety is always  st! We'll make sure to handle her with CARE and LOVE!   
5938,1, Kudos to JetBlue social media team for jumping in an helping me out during the last snow storm while web site was down..Thanks!!
5939,0, Love your airline...hate your website. Just tried to book   tickets    w miles    w out . Absolute joke. Needs a lot of work!
5940,1, thanks so much for your condolences and quick response. It is very much appreciated
5941,1, Thank you Alicia! ExceptionalService
5942,0, yes  We have de baggage claim  I'm so sad for the baggage and how They treat Us disappointed face please we need That baggage
5943,0, my mom's baggage is lost  in fly      fort lauderdale Bogot  today  Colombian employees treated us badly   need help please
5944,0, No changes made. My son's pass printed on same conf . Just mine not print after I expressed disapptment w  JetBlue
5945,0, Cancelled Flighted crying face
5946,0, You have very unhappy customer. After waiting    min on hold  rude  amp  uncaring rep has now frozen my acct. can't print bdng pass!
5947,0, the first place but I really didn't need the extra stress at this already terrible time. Oh by the way  I made the flight with   
5948,0, that I missed my flight. I had to book this flight extremely last minute due to a family death  there's no excuse for attitude in
5949,0, serious attitude. I was in the fault for running a tad behind but before she even knew my name or my flight info she ASSURED Me
5950,0, I fly w u as much as I can  however your kiosks were broken in SYR and there was   woman working the ticket counter.. She had a
5951,1, thanks. I chatted with a nice fella about it and he gave me the lowdown.
5952,1, mission accomplished gave  a hug http   t.co LT pYKfvRq
5953,1, ok thank you for the quick response JetBlue still the best comp
5954,1, im in a session presented by one of your beloved travelers   I see why you love him so much http   t.co vv cFyhKVb
5955,0, flying to Denver March  st and my flight itenary keeps getting changed what the heck...booked the trip   months ago
5956,0, had me on hold foreverrrrrr
5957,0, NOT A HAPPY CUSTOMER. We've waited patiently  not to mention      and six months of marathon training  we need   be there tmrw.
5958,0, waiting for a flight to FL for     marathon tmrw   charity. U bumped us  a Late Flightr flight  amp  then Cancelled FlightLED IT. How can you fix this?
5959,1, oh definitely. I kind of only fly JetBlue.
5960,0, if you want to fly in a storm that's your right. But give us the choice. We have kids and don't want to chance it. nixchangefees
5961,1, thanks for getting me to Orlando early happiness
5962,0, you fail. Snow coming to DC area. Tried to get on earlier flight. You refused. Now flight  .  hours delayed. Greedy and foolish.
5963,1, got it. Thanks
5964,0,   Thanks for including us on your tour! Did you pack your winter coat? Unfortunately yes snowflake snowman without snow WereNotinCaliAnymore
5965,1, Even though this flight     didn't have much needed hot beverages   us NY ers  the landing was super smooth thumbs up thumbs up smiling face with smiling eyes happytweet
5966,0, is the website down? Can't print boarding pass
5967,1, thanks for getting me to Boston early for   Breaking Barriers To a Clean Energy Future 
5968,1, Thanks!
5969,1, Thanks for the complimentary upgrade to first. You are the best!
5970,1, ah no the staff was perfect this morning at JFK  more sleep for me!!  
5971,1,  Wow  awesome videos guys https   t.co dbcvEPn QC Great work. Bluemanity CoreValues Passion AeroJobMarket avgeek
5972,1,  Wow what an amazing video https   t.co dbcvEPn QC Great world Guys Bluemanity CoreValues Passion AeroJobMarket
5973,1, today my family gets to experience mosaic status w  me! LifeIsGood
5974,1, word thanks
5975,0, It's not ideal  but it's okay. Better Late Flight than never!  
5976,0, yeah that's all been done. Define  incidentals ? How much can I spend on gear so this trip is not a waste?
5977,0, so you guys lost my bag that had all my ski gear in it. I flew here from NYC to ski. Should I buy new stuff tomorrow? ...
5978,1,      SMF to JFK!
5979,0, on hold for    mins placed on hold then hung up on  nd time in   days Only looking for group rates. BOS SJU      to         people
5980,0, you're customer service is terrible. NeverAgain flywhonotblue
5981,0, now we are delayed until     ! This is ridiculous
5982,0, you're flight attendants suck and are always rude    th bad experience with JetBlue tonight  
5983,0, says the person who hasn't been delayed for hours and now sitting on a runway with a wailing baby   
5984,0, flight     delayed from      to       now  still sitting on runway over    minutes so far. Air travel at its best.
5985,0,      now?! I may cry!
5986,0, why won't the site let me book tickets for nov for jfk to kin?
5987,0, Late Flight again lost almost   hours of my bay area weekend not to mention two hours of unnecessary vacation time from work. flt   
5988,1, of course !!!!
5989,1, thank you
5990,1, thanks! I'll do it.
5991,0, yes I do. I will get you exact data. Your download is fine it's your upload bandwidth and ping that are the issue. Ping especially
5992,1,  Love JetBlue's speedy Twitter customer service.
5993,1, thanks!
5994,1, thank you so much for your effort
5995,1, thanks for letting us know. Hoping for no more delays!
5996,0, appreciate the response Worst part is losing the non refundable hotel in Orlando. Your crew blamed wind! Hoping for no more delays!
5997,0, this is awful! flight out of jfk for our honeymoon is delayed AGAIN until      AM  and we lost money on a hotel now! delayforwhat?
5998,0, flight     is a freaking nightmare tonight sittingonthetarmac delay
5999,0, I appreciate the speedy response. But the longer you delay the more inconvenience you put on your customers. Please nix change fee!
6000,1, thanks!!
6001,0, whats going on with flight     . Delayed beyond    . Shouldnt thre flights switch at that point?
6002,1, thanks for the info... Figured that was the case. Hopefully my new hashtag will change that    ABCLetJetBlueStreamFeed
6003,0, what's up with the broken tv in seat  F on flight      today? Planned to catch the  game!!! Nooooo
6004,0, I bein calling JetBlue no respond I leave my number no call back I think JetBlue is loosing a customer
6005,0, I'm on flt     lax to FLL both ppl are sleeping so Id rather not disturb in flight. Tried to dl movie no go http   t.co Nh i ZlzMk
6006,0,Made it to Costa Rica and back  Missing it already! Pura Vida!
6007,0, love you guys. You know that. But I paid for prem. wifi toplay . No go. Ping terrible   up too http   t.co CmjRIWOP O
6008,1, saved the day    lost a costumer jetblue makingthingseasy feelbetter
6009,0, thanks for making me miss an important dinner tonight.   hr delay and now    min on Tarmac... worst
6010,1, yes! Terra blue chips were my favorite.  
6011,1, I DM'd my confirmation code... Thanks again for your help! Mommy  daddy  and kids appreciate it!
6012,0, I don't have enough hands to count the number of times something like this has delayed my flight with you guys. Very disappointed.
6013,0, just called that number and left message. Are you at to pass along message to team too?
6014,1,Cool!    We are     there and anticipate completing installation on all our A   's this year. http   t.co sGckBopATA 
6015,1, Love you guys sooooooo much. Ridiculously appreciated! A  service!
6016,0, Any option for luggage assistance on the ground at HPN? Flight      delayed    hours  amp  we will have   sleeping kids when we land
6017,0, can you ask SLC checkin bag drop if they found a dark blue blackish fit bit flex? Would've lost it there around    pm MT
6018,1, you are officially my favorite  thank you for the wonderful service at JFK
6019,0, seriously?? What is going on?! http   t.co mTHM waObu
6020,0, any news on flight     pbi boston delay? Can we wait to arrive at airport based on reported   and     hour delay?
6021,1, Airways Corporation  NASDAQ JBLU  Reaches on New High Range ...   StreetWise Report http   t.co C tpdKqULM
6022,1, thanks...
6023,0,. i'm sorry. Boarding chaos is underway. Please query again post scrum.
6024,0, were boarding now I'm really not impressed. I've learnt a very valuable lesson .
6025,0,. yes. Filed a claim and they issued     credit as a courtesy. The whole thing seems exceptionally uncourteous to me.
6026,0,. yes and not boarding at     . Good luck with that. Push wheels up to reality. Dare you.
6027,0, I tried a burger which was good but expensive! Were lead to believe that food in the USA is cheap butnot here!
6028,0, I'm a trying ! But I'm tired and getting grumpy !
6029,0, flight      it's been a long day! Arrived from London at    this morning
6030,0, Why not deal with that while the plane's on the ground instead of diverting the plane  amp  adding   hrs to the flight?
6031,0, looks like their inflatable car seats got left on the plane  so I guess they'll be back sometime!! savethoseseats
6032,1, thanks!
6033,0, Jan  ? That's not summer http   t.co TpzhjX Hbt
6034,1,   looking forward to it when we finally take off.
6035,0, No  the flight wasn't until     pm  but it's already been delayed.
6036,0,  why must you always delay my Late Flight night Orlando flights? broken heart
6037,0, ...second incident of lost baggage. I sent you a DM. Thoughts?
6038,0, maybe announce the delay so we don't sit on the plane on the runway for an hour  before taking off
6039,1, Please come to Indianapolis!
6040,0, flight     from bos to Tampa takeoff    min Late Flight
6041,0,. Ah grasshopper  your twitterz kung fu no good. Hire geeks. http   t.co  MWItRi kF
6042,0, Did you discontinue nonstop service from SJC to BOS? Can't find     or     anywhere
6043,0, Noooo!! Why is our previously direct flight from FLL gt SFO diverted to LAS? Now arriving almost   hrs Late Flightr. thumbs down
6044,0,Well lets see. You could pay for my Negroni with bitcoin. 
6045,1, okay thanks. Hope to be flying with you guys soon!
6046,1, he loved the natural beefjerky snacks winking face
6047,1, thanks for your reply. It was flight     .
6048,1, who is he I must send a note!!! Too good for words!
6049,0, can't seem to DM you guys.. JDHADP
6050,1,   loving Capt Joe on our flight from BOS to SFO    . This should be fun!
6051,0, Two delays. A little proactive communication goes a long way. howhardcanthatreallybe?
6052,0,   worst view for an athlete  watching your team from the front seat of the chase van nogearnotraining
6053,1, It was fabulous! Very pleased.
6054,1, u the real MVP http   t.co jWL  G lRw
6055,1, No worries. Time flew in the terminal and now we're taking off. Thanks again!
6056,1, messaged you  thanks
6057,1, I will. Thank you!
6058,0, poor storm customer service   hr takeoff delay waiting for the snack cart  rude steward  no names  and I love you guys. TrueBlue
6059,0, before departure  while people who are delayed get up to      to compensate their time..
6060,0, No  it is one I'm trying to make  but it is probably too Late Flight. I did not see an email that I could call. Pittsburgh International.
6061,0, has the worst customer service out of any airline company. dontflythem
6062,0, what's up with the random delay on flight     ? Any chance of it being a false alarm?
6063,0, I lost a day at the airport and off my trip  I should be compensated for the inconvenience!!!!!
6064,1, Thanks for the reminder of a few older flights I'd taken and the easy access to add points to my new JB account! Awesome service.
6065,1,  ah ha! I misread the end date as being      not     . Thanks for clarifying  
6066,0, what is the reason for the delay
6067,1, I'll see you on board again soon!
6068,1, heading to Buffalo... trading the cold in Boston for colder in Buffalo... Maybe the Caribbean next time?
6069,1, Of course U know I would like   lay you down in a BedofRoses as long as they're mint colored! https   t.co  QYEzHjGsb brandmance
6070,1,This is so smart it makes me angry MT  We ve partnered with  to bring you free digital access onboard! http   t.co  LiwEcAsOe
6071,1, OOH! Good one! Speaking of MiAmore   Just know that IAdore https   t.co fWZClBvuG  Loving LoveSongFriday
6072,1, i love this song  lt   thanks 
6073,1, currently dancing in the terminal. love Stevie!
6074,1, thank you for being jetblue and not jetgreen or jetred. blue is my favorite color! and jet blue makes it better  
6075,1,chair selfie      Everyone looks FLAWLESS    We're so PROUD of our PHL crew! BlueHeros 
6076,1,  JETBLUE treated me right as a disabledtraveler thanks for a no hassle flight to 
6077,0,'s CEO battles to appease passengers and Wall Street   Waterbury Republican American http   t.co Ur  Un  gy
6078,1, flight booked! Heading out to California with the  team for  on March    ! Can't wait! ExpoWest
6079,1, totally would have.... but the outside view was even more camera ready haha EvenMoreSpace EvenMoreView http   t.co dXuX DBfd 
6080,0, dont really know what that means but this isnt the best first time flying w a   mo old experience. likelihood of addtl delays  nt?
6081,1, sent    curious to see what kind of comp we get.
